company,employment_type,schedule_type,min_salary,max_salary,currency,city,min_experience,max_experience,clean_key_skills,clean_title
"пао втб, подразделения поддержки и контроля",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['оценка риск', ' ms powerpoint', ' статистический анализ', ' управление риск', ' математическое моделирование', ' pd', ' lgd', ' ead', ' sql', ' портфельные риска', ' кредитные риска']",data scientist сопровождение процесса разработки и использования модель
гбуз «научно-практический клинический центр диагностики и телемедицинских технологий дзм»,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['медицинское оборудование', ' написание научный статый', ' научная деятельность', ' научные исследование']",нженер / data scientist
"билайн: т, data, digital",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' linux', ' sql', ' математическая статистика', ' hadoop', ' git', ' atlassian jira', ' spark', ' data sciense', ' анализ данных', ' analysis', ' статистика', ' big data', ' статистический анализ']",data scientist ltv
северсталь. it & digital,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' ms sql', ' английский язык', ' postgresql']",аналитик данных/middle data scientist computer vision
rubbles,full time,not specified,175000.0,400000.0,rub,not specified,3,6.0,"['python', ' spark', ' sql', ' machine learning', ' panda', ' машинное обучение', ' data science', ' big data']",data scientist middle/senior
pudov,full time,not specified,150000.0,150000.0,rub,таганрог,1,3.0,"['data scientist', ' аналитик', ' panda', ' numpy', ' scikit-learn', ' tensorflow', ' kera', ' scipy', ' plotly', ' seaborn', ' pytorch']",data scientist
«росбанк»,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' hadoop', ' spark', ' анализ данных', ' data analysis', ' data science', ' machine learning', ' ml', ' numpy', ' panda']",data analyst/ data scientist  удаленно
дом.рф,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['sql', ' python']",quant / data scientist руководитель направления управление риск
вкусно — и точка,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' machine learning', ' sql', ' big data', ' data science']",data scientist middle/senior
кбер-ром,full time,not specified,175000.0,370000.0,rub,москва,3,6.0,"['python', ' go', ' c++', ' torch', ' catboost', ' postgresql', ' greenplum', ' mongodb', ' clickhouse', ' redis', ' opensearch', ' rabbitmq', ' kafka', ' k8s', ' docker', ' argocd', ' helm', ' airflow', ' superset', ' ml-flow', ' git-lab', ' elk', ' grafana', ' prometheus']",senior nlp engineer / data scientist
"магнт, розничная сеть",full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['python', ' hadoop', ' linux', ' sql', ' bash', ' spark', ' математическая статистика', ' алгоритмы']",middle data scientist клиентская аналитика
вкусно — и точка,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' machine learning', ' sql', ' big data', ' spark', ' data analysis', ' teambuilding', ' ml']",chief data scientist / ds team lead
мтс,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' apache spark', ' hadoop', ' ml', ' a/b тесты']",middle data scientist в продукт мтс маркетолог big data
"билайн: т, data, digital",full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['scala', ' spark', ' etl']",data engineer junior/middle
биайэй-технолоджиз,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['nltk', ' pymorphy2', ' tensorflow', ' pytorch', ' nlp']",senior data scientist nlp
pudov,full time,not specified,150000.0,150000.0,rub,таганрог,1,3.0,"['data scientist', ' аналитик', ' panda', ' numpy', ' scikit-learn', ' tensorflow', ' kera', ' scipy', ' plotly', ' seaborn', ' pytorch']",data scientist
"vk, вконтакте",full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['python', ' java', ' hadoop', ' big data', ' spark', ' scala']",senior data scientist / machine learning engineer команда рекомендаций и машинного обучения
okko,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['python', ' sql', ' machine learning', ' сomputer vision']",data scientist middle+/senior транскодинг
мтс,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' ml', ' hadoop', ' spark', ' hive', ' mlops', ' git', ' nympy', ' panda', ' airflow', ' sql', ' nosql', ' api', ' a/b тесты', ' docker']",middle ml engineer/data scientist в рекомендательную платформу big data
сбермаркет,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' nlp', ' panda', ' machine learning', ' ml', ' data science']",middle/senior data scientist [команда поиска]
северсталь. it & digital,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['python', ' tensorflow', ' sql', ' machine learning', ' git']",middle data scientist северсталь диджитал
сбер. it,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' panda', ' nlp', ' recsys']",senior data scientist
северсталь. it & digital,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['python', ' tensorflow', ' sql', ' machine learning', ' git']",middle data scientist северсталь диджитал
ц ай-теко,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' nifi', ' spark', ' python', ' data vault 2.0', ' etl', ' airflow', ' scala', ' postgresql']",data engineer удалённо
сбер для экспертов,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['ml', ' python', ' pytorch']",senior data scientist комплайнс
datanomica,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' математическая статистика', ' machine learning', ' big data', ' pyspark', ' spark']",data scientist / дата-сайентист
сбер,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' nlp', ' deep learning', ' linux', ' docker']",senior data scientist/ml engineer sberdevices
okko,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' deep learning', ' ml']",senior data scientist rec. system
okko,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' deep learning', ' ml']",senior data scientist rec. system
"пао втб, технологический блок",full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' spark', ' hive', ' airflow', ' ml', ' cltv']",senior/ middle data scientist жизненный цикл клиента
"отп банк, ао (otp bank)",full time,not specified,250000.0,400000.0,rub,москва,1,3.0,"['python', ' sql', ' git']",senior\middle data scientist big data
click,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' математическая статистика', ' sql', ' статистический анализ', ' pandas', ' reinforcement learning', ' multi-armed bandits']",senior data scientist лимасол/ереван
мтс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['data science', ' ml', ' sql', ' python', ' linux', ' git', ' docker', ' big data', ' spark', ' hadoop', ' bash']",middle/senior data scientist в направление рекомендательной платформы big data
itss,full time, remote work,4000.0,10000.0,rub,not specified,1,3.0,"['математик', ' data science', ' phd', ' финансы', ' c/c++', ' matlab', ' математическое моделирование', ' английский язык', ' математический анализ', ' финансы', ' python', ' kaggel', ' английский — b2 — средне-продвинуть']",data scientist math modeling
deeray,full time,not specified,80000.0,300000.0,rub,not specified,3,6.0,"['python', ' jupyter notebook', ' business intelligence systems', ' data analysis', ' анализ дать', ' аналитическое мышление', ' big data', ' ml', ' ms excel', ' etl', ' a/b тест', ' mathematical statistics', ' sql', ' power query', ' работа в команда', ' data science', ' математическая статистика', ' регрессионный анализ', ' статистический анализ', ' git', ' английский — b1 — средний']",аналитик данных / data analyst / data scientist
lc group,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' docker', ' machine learning']",data scientist
lc group,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' docker', ' machine learning']",data scientist
газпромбанк,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' ml', ' ds']",data scientist middle
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' математическая статистика', ' big data', ' machine learning', ' nlp', ' hadoop', ' spark', ' pandas', ' numpy', ' matplotlib', ' seaborn']",senior data scientist в направление рекламной платформы rnd big data
медиалогия,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' adobe photoshop', ' аналитические исследования', ' аналитическое мышление', ' статистический анализ', ' machine learning', ' neural networks', ' deep learning', ' data science', ' data analysis', ' data mining', ' big data', ' анализ данных']",data scientist / ml-инженер
сбер. data science,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' nlp', ' computer vision', ' sql']",middle/senior data scientist computer vision
positive technologies,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' machine learning', ' web security', ' sklearn', ' pytorch', ' docker']",senior data scientist
цфровые технолог здоровья,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' numpy', ' pandas', ' scikit-learn', ' data analysis', ' matplotlib', ' git', ' машинное обучение']",data scientist
lc group,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' docker', ' machine learning']",data scientist
positive technologies,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' machine learning', ' web security', ' sklearn', ' pytorch', ' docker']",senior data scientist
группа нлмк т и диджитал,project work / one-time task, remote work,175000.0,240000.0,rub,not specified,3,6.0,"['data analysis', ' confluence', ' удаленная работа', ' sql', ' python', ' jira', ' английский — b2 — средне-продвинутый']",middle data scientist
«росбанк»,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['пвр', ' irb', ' pd/lgd']",data scientist математическое моделирование
"vk, вконтакте",full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['machine learning', ' hadoop', ' adtech', ' python', ' ml', ' nlp', ' алгоритмы']",senior data scientist adtech
сбер. data science,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' ml', ' машинное обучение']",data scientist геоаналитика
текфорс нжиниринг,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' pandas', ' numpy', ' machine learning', ' data science', ' математический анализ', ' математическая статистика', ' математическое моделирование']",senior data scientist
lc group,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' docker', ' machine learning']",data scientist
сбер. data science,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' nlp', ' computer vision', ' sql']",middle/senior data scientist computer vision
"vk, вконтакте",full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['machine learning', ' hadoop', ' adtech', ' python', ' ml', ' nlp', ' алгоритмы']",senior data scientist adtech
«росбанк»,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['пвр', ' irb', ' pd/lgd']",data scientist математическое моделирование
лаборатория касперского,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['machine learning', ' spark', ' docker', ' python']",data scientist dmag
гау города москвы центр цифровизации образования,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['sql', ' аналитическое мышление', ' data analysis', ' аналитические исследования', ' ml', ' data scientist', ' python']",data scientist
биайэй-технолоджиз,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' pytorch', ' opencv', ' computer vision', ' tensorflow']",data scientist computer vision
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' machine learning', ' python', ' data science']",senior data scientist
группа нлмк т и диджитал,project work / one-time task, remote work,175000.0,240000.0,rub,not specified,3,6.0,"['data analysis', ' confluence', ' удаленная работа', ' sql', ' python', ' jira', ' английский — b2 — средне-продвинуть']",middle data scientist
литрес,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' rest api', ' sql']",data scientist
x5 tech,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' hadoop', ' big data', ' machine learning']",data scientist middle/senior
ренью,full time, remote work,250000.0,200000.0,rub,екатеринбург,3,6.0,"['machine learning', ' python', ' data analysis', ' nlp']",data scientist
ozon нформационные технологии,full time, remote work,200000.0,200000.0,rub,москва,3,6.0,"['python', ' data science', ' разработка поисковых технология', ' it']","data scientist,  ранжирование поиска"
ренью,full time, remote work,250000.0,200000.0,rub,екатеринбург,3,6.0,"['machine learning', ' python', ' data analysis', ' nlp']",data scientist
ренью,full time, remote work,250000.0,200000.0,rub,екатеринбург,3,6.0,"['machine learning', ' python', ' data analysis', ' nlp']",data scientist
leverx international,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' data mining', ' matlab', ' data analysis', ' ms sql', ' machine learning', ' time series analysis', ' data science', ' английский — b1 — средний']",senior data scientist
kalinka - realty,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['ad hoc analysis', ' python', ' olap online analytical processing', ' база данных: olap', ' аналитическое мышление', ' анализ дать', ' jupiter', ' pandas', ' powerbi', ' английский — b1 — средний']",аналитик данных / data scientist
сбербанк-телеком,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['бюджетирование', ' подготовка презентация', ' ms excel', ' финансовый анализ']",data scientist
ozon нформационные технологии,full time, remote work,200000.0,200000.0,rub,москва,3,6.0,"['python', ' pytorch', ' hadoop', ' data science', ' разработка поисковых технология', ' it']","data scientist, товарные рекомендация"
газпром нефть,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' ml', ' ms sql', ' pandas', ' numpy', ' sсipy']",data scientist
дром,full time,not specified,300000.0,350000.0,rub,not specified,3,6.0,"['машинное обучение', ' алгоритм', ' computer vision', ' python']",lead data scientist
сбер. it,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' nlp', ' c++', ' ml']",senior/middle data scientist
банк уралсб,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['oracle pl/sql', ' sql', ' работа с базами дать', ' oracle', ' база данных: oracle', ' python']",data scientist
"мегафон, it",full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['sql', ' hadoop', ' python', ' pyspark', ' airflow']",data scientist middle+\senior
дром,full time,not specified,300000.0,350000.0,rub,not specified,3,6.0,"['машинное обучение', ' алгоритм', ' computer vision', ' python']",lead data scientist
ozon нформационные технологии,full time, remote work,200000.0,200000.0,rub,санкт-петербург,3,6.0,"['python', ' data science', ' разработка поисковых технология', ' it']","data scientist,  ранжирование поиска"
медиалогия,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' adobe photoshop', ' аналитические исследования', ' аналитическое мышление', ' статистический анализ', ' machine learning', ' neural networks', ' deep learning', ' data science', ' data analysis', ' data mining', ' big data', ' анализ данных']",data scientist / ml-инженер
"пао втб, технологический блок",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' математическое моделирование', ' математический анализ', ' r', ' miner', ' teradata']",senior data scientist разработка скоринговых модель
ozon нформационные технологии,full time, remote work,200000.0,200000.0,rub,москва,3,6.0,"['python', ' data science', ' разработка поисковых технология', ' it']","data scientist, поисковые подсказка"
биайэй-технолоджиз,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['прогнозирование', ' machine learning', ' mathematical statistics', ' data science']",data scientist
дром,full time,not specified,300000.0,350000.0,rub,not specified,3,6.0,"['машинное обучение', ' алгоритм', ' computer vision', ' python']",lead data scientist
газпромбанк,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' ml', ' ds']",data scientist senior
газпромбанк,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' git', ' atlassian jira', ' анализ данных']",data scientist hr-модели
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['dwh', ' hadoop', ' hive', ' git', ' python', ' scala', ' sql']",data engineer дадм
rutube,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' git', ' linux', ' математическая статистика', ' postgresql', ' pytorch', ' nlp', ' kafka', ' bash', ' docker', ' machine learning', ' rabbitmq', ' tensorflow', ' word2vec']",senior data scientist
академия гпс мчс россии,full time,not specified,100000.0,120000.0,rub,москва,3,6.0,"['уровень знание', ' самостоятельное проведение исследование', ' большие дать', ' искусственный интеллект', ' нейронные сеть', ' цифровые двойник']",старший научный сотрудник / data scientist / ai researcher / цифровые двойники / big data
"пао втб, технологический блок",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' spark', ' hadoop', ' hive', ' ml', ' sql', ' pytorch']",team lead \ senior data scientist команда перспективных алгоритмов машинного обучение
"beeline, тм",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['scala', ' sql', ' математический анализ', ' статистический анализ', ' статистика', ' математическое моделирование', ' pandas']",middle/senior data scientist
vk,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' анализ данных', ' machine learning', ' linux', ' bash', ' git', ' sql', ' clickhouse']",data scientist mytracker
"магнт, розничная сеть",full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['python', ' sql', ' a/b тесты', ' ml']",middle data scientist аналитическая обработка дать
"vk, почтовые сервисы",full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' tensorflow', ' machine learning', ' deep learning']",data scientist почта
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' machine learning', ' data science', ' математическая статистика', ' git']",data scientist / ml-инженер big data
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['dwh', ' hadoop', ' hive', ' git', ' python', ' scala', ' sql']",data engineer дадм
ранкс,full time, remote work,100000.0,150000.0,rub,not specified,3,6.0,"['python', ' математическая статистика', ' sql', ' pandas', ' машинное обучение']",middle data scientist
wildberries,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' panda', ' numpy', ' skipy', ' scikit-learn', ' postgresql', ' greenplum', ' clickhouse', ' vertica', ' xgboost', ' pytorch']",data scientist в команду товарных рекомендация
"вск, сао",full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' математическая статистика', ' sql', ' pandas', ' статистический анализ', ' машинное обучение', ' data science', ' ms sql', ' аналитическое мышление', ' data analysis', ' математическое моделирование', ' библиотеки: statsmodels catboost glm', ' субдд: ms sql postgresql oracle', ' apache airflow', ' mlflow']",data scientist главный исследователь данных по каско
okko,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' machine learning', ' сomputer vision']",data scientist middle+/senior транскодинг
самокат (ооо умное пространство),full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' sql', ' machine learning']",senior data scientist
газпром нефть,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' machine learning', ' panda', ' deep learning', ' алгоритмы']",data scientist
iek group,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' python', ' olap online analytical processing', ' аналитическое мышление', ' ms sql']",data scientist
vk,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' математическая статистика', ' machine learning', ' big data', ' hadoop', ' spark']",data scientist predict
сбер. data science,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['data mining', ' python', ' анализ дать', ' английский — c1 — продвинуть']",senior data scientist research scientist
сбер. data science,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['time series', ' ml', ' анализ временных рядов', ' python', ' sql', ' hadoop', ' hive']",data scientist time series
сбер. data science,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' ml', ' машинное обучение']",data scientist global markets
займиго мфк,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' статистический анализ', ' математическая статистика', ' machine learning', ' анализ дать', ' математическое моделирование', ' регрессионный анализ', ' data science', ' аналитическое мышление', ' pandas', ' numpy', ' анализ временных ряд']",senior аналитик / senior data science москва
мтс,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['docker', ' airflow', ' hadoop', ' sql', ' machine learning', ' маркетинг', ' spark', ' sklearn', ' catboost', ' ml', ' big data', ' python']",middle+ data scientist на продукт маркетолог big data
"магнт, розничная сеть",full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['spark', ' sql', ' python', ' data science']",middle data scientist проект управление ценообразование
павлн техно,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' machine learning', ' базы дать', ' pycharm', ' sql', ' английский язык', ' big data', ' aws', ' ответственный подход к работа', ' анализ дать', ' обучение и развитие', ' mongodb', ' postgresql']",data scientist / ml-engineer middle+ со знание python в проект по искусственному интеллект
сбермаркет,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' машинное обучение', ' системное мышление', ' аналитическое мышление', ' умение принимать решение']",middle/senior data scientist operations
северсталь. it & digital,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['ml', ' python', ' sql', ' docker', ' big data', ' git']",data scientist северсталь диджитать
мтс,full time,not specified,150000.0,127500.0,rub,москва,6,100.0,"['sql', ' python', ' a/b тест', ' математическая статистика', ' аналитическое мышление', ' nlp', ' ml', ' recsys']",senior/lead data scientist на продукт mts travel big data
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' моделирование', ' big data']",data scientist middle/senior моделирование rnd
банки.ру,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' cuda', ' data analysis', ' tensorflow']",data scientist
гку нфогород,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' анализ дать', ' аналитические исследование', ' математическая статистика', ' nlp', ' data science', ' big data', ' machine learning', ' работа с большим объемом информация']",аналитик данных / data scientist
gurtam,full time,not specified,175000.0,300000.0,rub,тбилиси,3,6.0,"['python', ' ml', ' machine learning', ' pytorch', ' numpy', ' big data']",senior data scientist
space307,full time,not specified,150000.0,150000.0,rub,санкт-петербург,1,3.0,"['linux', ' bash', ' ml', ' machine learning', ' data science', ' python', ' data analysis', ' математическая статистика', ' pandas', ' sklearn']",data scientist
"еврохим, минерально-химическая компания",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' анализ данных', ' data science', ' data analysis']",senior data scientist
okko,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' ml']","senior data scientist ""платформа экспериментов"""
wildberries,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' ml', ' data analysis', ' python', ' gpt']","senior data scientist,  анализ текста ds/nlp"
локо-банк,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' excel', ' анализ дать']",data scientist
детский мир,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' linux', ' power bi']",data scientist
мтс,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' mlflow', ' gitlab', ' airflow', ' hadoop', ' pyspark', ' sql', ' математическая статистика', ' теория вероятности']",senior data scientist в scoring platform big data
сбермаркет,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' git', ' tableau', ' spark', ' a/b тест', ' обработка изображение', ' алгоритм', ' обработка фото']",middle/senior data scientist [команда content]
"пао втб, технологический блок",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' математическая статистика', ' pandas', ' машинное обучение', ' моделирование']",middle data scientist
сбермаркет,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' машинное обучение', ' ml']",middle/senior data scientist recsys
согаз: г. москва,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' cs', ' django framework', ' html', ' postgree', ' oracle', ' mssql', ' cython', ' tensorflow', ' kera', ' pytorch', ' lightgbm', ' xgboost', ' pymorphy', ' nltk', ' genism', ' pymystem', ' hyperopt', ' nginx', ' django', ' react', ' docker', ' soap', ' bootstrap', ' qlick view', ' ms sql', ' работа с базами данных', ' oracle bi']",data scientist ml engineer
биайэй-технолоджиз,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['deep learning', ' прогнозирование', ' time series']",data scientist deep learning for demand forecast
"мегафон, it",full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['sql', ' python', ' a/b тесты', ' hadoop']",team lead data scientist
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' spark', ' ml', ' моделирование', ' big data', ' hadoop']",data scientist middle кб и смб
сбер. data science,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' sql', ' машинное обучение', ' spark', ' hadoop', ' machine learning']",middle/senior data scientist
okko,full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['python', ' sql', ' ml']","senior data scientist ""платформа экспериментов"""
сбермаркет,full time,not specified,150000.0,127500.0,rub,not specified,6,100.0,"['python', ' машинное обучение', ' алгоритм']",lead data scientist recsys
банк открытие,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['python', ' sql', ' machine learning', ' машинное обучение', ' data science', ' моделирование']",data scientist
звено успеха,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['python', ' deep learning', ' data science', ' математическая статистика', ' machine learning', ' ml', ' многозадачность', ' аналитика', ' mathematical statistics']",data scientist middle
"ннотех, группа компаний",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' spark', ' ml', ' моделирование', ' big data', ' hadoop']",middle data scientist скоринги партнерств и пбд
атом майнинг,full time,not specified,175000.0,300000.0,rub,москва,3,6.0,"['нейронные сети', ' machine learning', ' big data', ' data analysis', ' data science']",data scientist
"ннотех, группа компаний",full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['dwh', ' hadoop', ' hive', ' git', ' python', ' scala', ' sql']",data engineer дадм
сбермаркет,full time,not specified,150000.0,127500.0,rub,not specified,6,100.0,"['обучение и развитие', ' машинное обучение', ' системное мышление', ' ml', ' математик']",lead data scientist operations
"магнт, розничная сеть",full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['spark', ' hadoop', ' sql', ' oracle']",middle data scientist e-commerce
botan investments,full time,not specified,150000.0,4000.0,rub,not specified,1,3.0,"['amplitude', ' firebase', ' google analytics', ' retention', ' play console', ' sql', ' python', ' data analysis', ' английский — c1 — продвинутый']",data analyst
газпромбанк,full time,not specified,150000.0,150000.0,rub,not specified,1,3.0,"['python', ' sql', ' ms powerpoint', ' анализ дать', ' математическая статистика', ' ml']",data scientist senior
волкрафт,full time,not specified,175000.0,250000.0,rub,penza,3,6.0,"['ml', ' mathematical statistics', ' statistic']",senior/team lead data scientist
botan investments,full time,not specified,150000.0,4000.0,rub,not specified,1,3.0,"['amplitude', ' firebase', ' google analytics', ' retention', ' play console', ' sql', ' python', ' data analysis', ' английский — c1 — продвинутый']",data analyst
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' machine learning', ' python', ' data science']",senior data scientist
окб,full time,not specified,150000.0,150000.0,rub,москва,1,3.0,"['python', ' sql', ' postgresql', ' анализ данных', ' oracle', ' git']",senior data scientist
"магнт, розничная сеть",full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['python', ' sql', ' математическая статистика', ' spark', ' big data', ' hadoop', ' machine learning']",middle data scientist промо прогноз
"vk, одноклассники",full time,not specified,175000.0,300000.0,rub,санкт-петербург,3,6.0,"['python', ' pytorch', ' spark', ' hadoop', ' java', ' scala', ' машинное обучение']",data scientist антиспам
«росбанк»,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' machine learning']",senior data scientist оценка моделей
контур,full time,not specified,175000.0,300000.0,rub,not specified,3,6.0,"['nlp', ' machine learning', ' python', ' data science']",senior data scientist
партком,full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['python', ' sql', ' машинное обучение']",senior / lead data scientist
ц ай-теко,full time, remote work,100000.0,240000.0,rub,not specified,1,3.0,"['hdfs', ' yarn', ' hive', ' hbase', ' gitlab', ' postgresql', ' kafka', ' airflow', ' nifi', ' flink']",data engineer
"магнт, розничная сеть",full time, remote work,200000.0,200000.0,rub,not specified,3,6.0,"['sql', ' hadoop', ' spark', ' python', ' airflow', ' linux']",senior data scientist промо прогноз
